Booking_ID,Booking_Date,Check_In_Date,Check_Out_Date,Nights_Stayed,Room_Type,Nightly_Rate_NGN,Discount_Percent,Discounted_Nightly_Rate_NGN,Total_Revenue_NGN,Client_Segment,Company_Name,Booking_Channel,Booking_Status,Guest_Nationality,Number_of_Guests,Payment_Method,Sales_Rep,Month,Year,Quarter_Old,Quarter
BK01416,2023-07-01,2023-07-24,2023-08-04,11,Deluxe,94829,0,94829,1043119,Group,Individual Guest,Corporate Agreement,Confirmed,Nigerian,3,Credit Card,Fatima Bello,July,2023,%Q,Q3
BK01417,2023-10-28,2023-12-18,2023-12-30,12,Standard,54998,10,49498,593978,Leisure,Individual Guest,Direct,Confirmed,Nigerian,3,POS,Tunde Adeyemi,December,2023,%Q,Q4
BK01418,2024-03-24,2024-05-09,2024-05-19,10,Deluxe,92776,0,92776,927760,Group,Individual Guest,Corporate Agreement,Confirmed,American,2,Cash,Amaka Osei,May,2024,%Q,Q2
BK01419,2023-08-29,2023-10-18,2023-10-22,4,Presidential,321114,0,321114,1284456,Corporate,MTN Nigeria,Corporate Agreement,Confirmed,American,1,Cash,Direct Booking,October,2023,%Q,Q4
BK01420,2023-09-01,2023-10-27,2023-11-10,14,Executive,110149,10,99134,1387877,Airline Crew,Nigerian Breweries,Online Travel Agent,Completed,British,2,Credit Card,Amaka Osei,October,2023,%Q,Q4
BK01421,2024-02-14,2024-04-13,2024-04-22,9,Standard,46302,10,41672,375046,Corporate,GTCO,Online Travel Agent,Completed,Nigerian,3,Cash,Chioma Eze,April,2024,%Q,Q2
BK01422,2023-08-13,2023-08-30,2023-09-08,9,Standard,53443,10,48099,432888,Government,Air Peace,Walk In,Completed,Nigerian,2,Corporate Account,Chioma Eze,August,2023,%Q,Q3
BK01423,2023-12-15,2024-01-27,2024-02-05,9,Presidential,309618,10,278656,2507906,Leisure,Individual Guest,Online Travel Agent,Completed,Nigerian,4,Cash,Fatima Bello,January,2024,%Q,Q1
BK01424,2023-04-04,2023-05-15,2023-05-19,4,Deluxe,89039,5,84587,338348,Leisure,Individual Guest,Travel Agent,Completed,Nigerian,2,POS,Direct Booking,May,2023,%Q,Q2
BK01425,2023-03-31,2023-05-29,2023-06-09,11,Presidential,291431,15,247716,0,Corporate,Unilever Nigeria,Travel Agent,Cancelled,Nigerian,4,Cash,Amaka Osei,May,2023,%Q,Q2
BK01426,2023-09-21,2023-11-07,2023-11-15,8,Suite,129958,10,116962,935698,MICE,Nigerian Breweries,Direct,Confirmed,German,2,Cash,Fatima Bello,November,2023,%Q,Q4
BK01427,2023-07-14,2023-08-26,2023-08-30,4,Standard,56772,15,48256,193025,Corporate,Transcorp Hotels,Travel Agent,Confirmed,Nigerian,2,Cash,Direct Booking,August,2023,%Q,Q3
BK01428,2024-05-10,2024-05-18,2024-05-26,8,Deluxe,76332,5,72515,580123,Corporate,Federal Ministry of Works,Direct,Completed,Nigerian,2,Credit Card,Emeka Okonkwo,May,2024,%Q,Q2
BK01429,2023-01-09,2023-03-09,2023-03-12,3,Executive,127108,0,127108,381324,Group,Individual Guest,Travel Agent,Completed,Nigerian,4,POS,Amaka Osei,March,2023,%Q,Q1
BK01430,2023-12-10,2024-02-08,2024-02-18,10,Presidential,390550,0,390550,3905500,Leisure,Individual Guest,Travel Agent,Completed,Nigerian,1,Corporate Account,Emeka Okonkwo,February,2024,%Q,Q1
BK01431,2024-05-21,2024-06-15,2024-06-24,9,Standard,63274,0,63274,569466,Leisure,Individual Guest,Walk In,Completed,Nigerian,3,Corporate Account,Emeka Okonkwo,June,2024,%Q,Q2
BK01432,2024-03-21,2024-04-17,2024-04-20,3,Suite,160182,20,128146,384437,Government,Shell Nigeria,Corporate Agreement,Completed,Nigerian,2,Bank Transfer,Fatima Bello,April,2024,%Q,Q2
BK01433,2024-12-05,2024-12-13,2024-12-22,9,Executive,122103,10,109893,0,Corporate,Air Peace,Corporate Agreement,Cancelled,American,1,Corporate Account,Tunde Adeyemi,December,2024,%Q,Q4
BK01434,2023-10-18,2023-11-28,2023-12-10,12,Deluxe,93539,10,84185,1010221,Group,Individual Guest,Corporate Agreement,Confirmed,British,4,POS,Amaka Osei,November,2023,%Q,Q4
BK01435,2024-08-25,2024-09-18,2024-09-21,3,Presidential,349773,5,332284,996853,Corporate,Chevron Nigeria,Corporate Agreement,Completed,American,2,Credit Card,Tunde Adeyemi,September,2024,%Q,Q3
BK01436,2024-12-04,2024-12-30,2024-12-31,1,Suite,140284,10,126256,126256,Group,Individual Guest,Direct,Completed,Nigerian,1,Credit Card,Tunde Adeyemi,December,2024,%Q,Q4
BK01437,2023-08-19,2023-09-17,2023-09-18,1,Executive,127679,5,121295,121295,Leisure,Individual Guest,Travel Agent,Confirmed,Nigerian,4,Corporate Account,Fatima Bello,September,2023,%Q,Q3
BK01438,2024-02-19,2024-03-28,2024-03-30,2,Presidential,251723,0,251723,503446,Corporate,FBN Holdings,Corporate Agreement,Completed,Ghanaian,2,Credit Card,Amaka Osei,March,2024,%Q,Q1
BK01439,2024-10-28,2024-10-30,2024-11-05,6,Deluxe,71062,0,71062,426372,Group,Individual Guest,Direct,Completed,Chinese,4,Bank Transfer,Amaka Osei,October,2024,%Q,Q4
BK01440,2023-05-28,2023-06-15,2023-06-26,11,Presidential,397371,15,337765,3715419,Corporate,Oando PLC,Online Travel Agent,Completed,Nigerian,3,Cash,Chioma Eze,June,2023,%Q,Q2
BK01441,2023-02-12,2023-03-11,2023-03-24,13,Presidential,267019,5,253668,3297685,Corporate,Nestle Nigeria,Travel Agent,Confirmed,Nigerian,2,POS,Emeka Okonkwo,March,2023,%Q,Q1
BK01442,2024-09-12,2024-09-18,2024-09-19,1,Presidential,388660,10,349794,349794,Airline Crew,Transcorp Hotels,Corporate Agreement,Completed,South African,4,Cash,Direct Booking,September,2024,%Q,Q3
BK01443,2023-10-19,2023-11-21,2023-11-26,5,Presidential,342760,20,274208,1371040,Government,Honeywell Group,Corporate Agreement,Completed,Nigerian,2,POS,Tunde Adeyemi,November,2023,%Q,Q4
BK01444,2023-10-25,2023-10-25,2023-10-29,4,Standard,45785,0,45785,183140,Leisure,Individual Guest,Corporate Agreement,Completed,Nigerian,4,Corporate Account,Fatima Bello,October,2023,%Q,Q4
BK01445,2023-11-03,2023-12-08,2023-12-14,6,Deluxe,70370,0,70370,422220,Group,Individual Guest,Direct,Completed,Nigerian,3,POS,Chioma Eze,December,2023,%Q,Q4
BK01446,2023-04-06,2023-04-27,2023-05-08,11,Suite,145955,5,138657,1525230,Group,Individual Guest,Direct,Completed,Nigerian,4,Cash,Chioma Eze,April,2023,%Q,Q2
BK01447,2023-01-29,2023-02-06,2023-02-17,11,Executive,105183,10,94665,1041312,Group,Individual Guest,Online Travel Agent,Completed,Nigerian,3,Bank Transfer,Emeka Okonkwo,February,2023,%Q,Q1
BK01448,2024-10-21,2024-11-25,2024-12-01,6,Presidential,254906,10,229415,1376492,Corporate,Glo Mobile,Travel Agent,Completed,Nigerian,1,Cash,Tunde Adeyemi,November,2024,%Q,Q4
BK01449,2023-12-17,2024-01-20,2024-01-31,11,Deluxe,88709,0,88709,0,Group,Individual Guest,Direct,Cancelled,South African,1,Cash,Chioma Eze,January,2024,%Q,Q1
BK01450,2024-01-28,2024-02-28,2024-03-01,2,Deluxe,82176,0,82176,164352,Leisure,Individual Guest,Direct,Completed,Nigerian,1,Cash,Amaka Osei,February,2024,%Q,Q1
BK01451,2023-03-04,2023-04-05,2023-04-13,8,Standard,60815,10,54734,0,Government,Shell Nigeria,Walk In,Cancelled,South African,3,Cash,Fatima Bello,April,2023,%Q,Q2
BK01452,2023-02-10,2023-04-11,2023-04-25,14,Presidential,284791,20,227833,3189659,Corporate,Conoil,Corporate Agreement,Completed,Nigerian,1,Cash,Amaka Osei,April,2023,%Q,Q2
BK01453,2023-03-02,2023-03-31,2023-04-06,6,Standard,48378,0,48378,290268,Leisure,Individual Guest,Online Travel Agent,Completed,British,3,Credit Card,Chioma Eze,March,2023,%Q,Q1
BK01454,2023-06-30,2023-07-17,2023-07-22,5,Presidential,333663,0,333663,1668315,MICE,Unilever Nigeria,Direct,Completed,Nigerian,1,POS,Fatima Bello,July,2023,%Q,Q3
BK01455,2024-06-04,2024-07-09,2024-07-15,6,Suite,137763,0,137763,826578,Corporate,UBA Group,Direct,Completed,Nigerian,4,POS,Chioma Eze,July,2024,%Q,Q3
BK01456,2023-04-14,2023-05-14,2023-05-15,1,Standard,48471,0,48471,48471,Leisure,Individual Guest,Online Travel Agent,Confirmed,American,3,Corporate Account,Fatima Bello,May,2023,%Q,Q2
BK01457,2023-11-25,2023-12-07,2023-12-21,14,Presidential,270590,5,257060,3598847,Airline Crew,Oando PLC,Direct,Completed,Ghanaian,1,Corporate Account,Direct Booking,December,2023,%Q,Q4
BK01458,2023-10-04,2023-11-14,2023-11-25,11,Executive,125837,10,113253,1245786,Corporate,Guinness Nigeria,Travel Agent,Confirmed,Nigerian,2,Corporate Account,Chioma Eze,November,2023,%Q,Q4
BK01459,2023-10-29,2023-11-29,2023-12-07,8,Standard,47141,10,42427,339415,Leisure,Individual Guest,Online Travel Agent,Completed,Nigerian,2,POS,Chioma Eze,November,2023,%Q,Q4
BK01460,2023-02-23,2023-04-16,2023-04-23,7,Standard,55678,10,50110,350771,Leisure,Individual Guest,Online Travel Agent,Confirmed,Nigerian,2,Corporate Account,Fatima Bello,April,2023,%Q,Q2
BK01461,2023-08-28,2023-09-07,2023-09-16,9,Executive,120153,20,96122,865102,Corporate,Lafarge Africa,Corporate Agreement,Completed,South African,3,POS,Emeka Okonkwo,September,2023,%Q,Q3
BK01462,2024-11-30,2024-12-11,2024-12-15,4,Standard,63815,5,60624,242497,MICE,Unilever Nigeria,Online Travel Agent,Completed,British,3,Credit Card,Emeka Okonkwo,December,2024,%Q,Q4
BK01463,2023-03-07,2023-03-13,2023-03-23,10,Presidential,349329,5,331863,3318626,Corporate,Dangote Group,Travel Agent,Confirmed,French,2,Bank Transfer,Direct Booking,March,2023,%Q,Q1
BK01464,2024-03-21,2024-04-08,2024-04-17,9,Executive,124305,20,99444,894996,Corporate,Airtel Nigeria,Travel Agent,Completed,American,1,Cash,Emeka Okonkwo,April,2024,%Q,Q2
BK01465,2023-01-01,2023-01-09,2023-01-19,10,Executive,103359,0,103359,1033590,MICE,Dangote Group,Online Travel Agent,Completed,Nigerian,3,POS,Direct Booking,January,2023,%Q,Q1
BK01466,2023-10-15,2023-10-16,2023-10-30,14,Deluxe,84146,0,84146,1178044,Group,Individual Guest,Online Travel Agent,Completed,Nigerian,2,Corporate Account,Emeka Okonkwo,October,2023,%Q,Q4
BK01467,2024-04-19,2024-05-01,2024-05-04,3,Presidential,350819,0,350819,1052457,MICE,Nigerian Ports Authority,Direct,Completed,German,2,Credit Card,Direct Booking,May,2024,%Q,Q2
BK01468,2023-03-14,2023-03-15,2023-03-26,11,Deluxe,93636,20,74909,823997,Government,NNPC,Direct,Completed,Nigerian,4,Corporate Account,Emeka Okonkwo,March,2023,%Q,Q1
BK01469,2023-06-02,2023-07-04,2023-07-12,8,Executive,124494,5,118269,0,Leisure,Individual Guest,Online Travel Agent,Cancelled,Nigerian,3,Credit Card,Emeka Okonkwo,July,2023,%Q,Q3
BK01470,2024-06-20,2024-07-13,2024-07-23,10,Standard,46240,10,41616,416160,Leisure,Individual Guest,Direct,Completed,Nigerian,2,Bank Transfer,Direct Booking,July,2024,%Q,Q3
BK01471,2023-09-11,2023-10-14,2023-10-22,8,Standard,62149,20,49719,0,Government,Access Bank,Corporate Agreement,No Show,American,3,Bank Transfer,Direct Booking,October,2023,%Q,Q4
BK01472,2023-01-21,2023-02-24,2023-03-02,6,Standard,60363,0,60363,362178,Leisure,Individual Guest,Corporate Agreement,Completed,Nigerian,3,Cash,Chioma Eze,February,2023,%Q,Q1
BK01473,2023-01-01,2023-02-06,2023-02-18,12,Presidential,329710,0,329710,3956520,Group,Individual Guest,Direct,Completed,Nigerian,1,POS,Tunde Adeyemi,February,2023,%Q,Q1
BK01474,2024-09-13,2024-10-01,2024-10-02,1,Executive,100407,0,100407,100407,Corporate,Zenith Bank,Direct,Completed,Nigerian,3,Cash,Chioma Eze,October,2024,%Q,Q4
BK01475,2023-04-14,2023-04-25,2023-05-05,10,Presidential,289619,10,260657,2606571,Group,Individual Guest,Direct,Completed,South African,2,Corporate Account,Tunde Adeyemi,April,2023,%Q,Q2
BK01476,2023-01-29,2023-02-03,2023-02-09,6,Deluxe,89514,20,71611,429667,Government,Shell Nigeria,Travel Agent,Completed,Nigerian,4,Credit Card,Emeka Okonkwo,February,2023,%Q,Q1
BK01477,2024-10-01,2024-10-14,2024-10-17,3,Presidential,340459,15,289390,868170,Corporate,Flour Mills Nigeria,Direct,Completed,Nigerian,3,Corporate Account,Emeka Okonkwo,October,2024,%Q,Q4
BK01478,2024-06-05,2024-06-29,2024-07-03,4,Executive,126102,0,126102,504408,Corporate,NNPC,Walk In,Confirmed,Nigerian,1,Cash,Direct Booking,June,2024,%Q,Q2
BK01479,2024-06-06,2024-06-28,2024-07-09,11,Executive,112864,20,90291,993203,Corporate,FBN Holdings,Direct,Completed,British,2,Credit Card,Emeka Okonkwo,June,2024,%Q,Q2
BK01480,2023-10-29,2023-12-12,2023-12-23,11,Deluxe,80265,5,76252,838769,Leisure,Individual Guest,Travel Agent,Completed,Nigerian,1,POS,Amaka Osei,December,2023,%Q,Q4
BK01481,2023-11-10,2023-12-26,2023-12-30,4,Suite,136508,0,136508,546032,Corporate,Air Peace,Direct,Completed,British,1,POS,Tunde Adeyemi,December,2023,%Q,Q4
BK01482,2023-02-20,2023-03-30,2023-04-13,14,Deluxe,82319,0,82319,1152466,Group,Individual Guest,Corporate Agreement,Completed,Indian,3,Credit Card,Amaka Osei,March,2023,%Q,Q1
BK01483,2024-02-24,2024-04-23,2024-05-04,11,Standard,59858,10,53872,592594,Government,FBN Holdings,Corporate Agreement,Completed,American,2,Cash,Chioma Eze,April,2024,%Q,Q2
BK01484,2023-10-08,2023-10-11,2023-10-24,13,Executive,120466,20,96373,0,Corporate,Dangote Group,Travel Agent,No Show,Nigerian,2,Corporate Account,Amaka Osei,October,2023,%Q,Q4
BK01485,2023-12-28,2024-02-07,2024-02-10,3,Executive,102106,0,102106,0,Corporate,NNPC,Corporate Agreement,Cancelled,French,1,Cash,Direct Booking,February,2024,%Q,Q1
BK01486,2023-02-08,2023-03-16,2023-03-18,2,Suite,170937,0,170937,341874,Leisure,Individual Guest,Direct,Completed,British,3,Corporate Account,Amaka Osei,March,2023,%Q,Q1
BK01487,2024-10-21,2024-12-17,2024-12-23,6,Executive,95242,0,95242,571452,Leisure,Individual Guest,Online Travel Agent,Completed,Nigerian,2,Bank Transfer,Direct Booking,December,2024,%Q,Q4
BK01488,2023-12-08,2024-01-29,2024-02-10,12,Executive,102943,0,102943,1235316,Leisure,Individual Guest,Online Travel Agent,Completed,American,1,Bank Transfer,Emeka Okonkwo,January,2024,%Q,Q1
BK01489,2024-06-10,2024-07-01,2024-07-15,14,Standard,60061,5,57058,798811,MICE,UBA Group,Direct,Completed,Nigerian,3,Credit Card,Emeka Okonkwo,July,2024,%Q,Q3
BK01490,2023-03-07,2023-04-20,2023-05-01,11,Suite,151883,15,129101,1420106,Corporate,Seplat Energy,Direct,Completed,Nigerian,2,POS,Direct Booking,April,2023,%Q,Q2
BK01491,2023-12-15,2024-02-03,2024-02-05,2,Presidential,330669,0,330669,661338,Leisure,Individual Guest,Travel Agent,Completed,Indian,3,Bank Transfer,Amaka Osei,February,2024,%Q,Q1
BK01492,2023-10-27,2023-12-12,2023-12-25,13,Standard,58287,0,58287,757731,Corporate,Oando PLC,Travel Agent,Completed,Nigerian,2,POS,Direct Booking,December,2023,%Q,Q4
BK01493,2023-01-29,2023-02-07,2023-02-19,12,Executive,96249,0,96249,1154988,Leisure,Individual Guest,Direct,Completed,American,2,Bank Transfer,Tunde Adeyemi,February,2023,%Q,Q1
BK01494,2023-09-22,2023-11-11,2023-11-25,14,Standard,59948,0,59948,839272,Group,Individual Guest,Direct,Completed,Ghanaian,2,Corporate Account,Amaka Osei,November,2023,%Q,Q4
BK01495,2023-07-06,2023-07-27,2023-08-03,7,Executive,116249,10,104624,732369,Corporate,Nestle Nigeria,Walk In,Completed,Nigerian,2,POS,Amaka Osei,July,2023,%Q,Q3
BK01496,2023-02-17,2023-03-06,2023-03-08,2,Deluxe,94823,0,94823,189646,Leisure,Individual Guest,Corporate Agreement,Completed,Nigerian,2,Bank Transfer,Fatima Bello,March,2023,%Q,Q1
BK01497,2024-09-15,2024-10-09,2024-10-19,10,Deluxe,70512,15,59935,599352,Government,Access Bank,Direct,Confirmed,Nigerian,3,POS,Direct Booking,October,2024,%Q,Q4
BK01498,2024-10-22,2024-12-11,2024-12-24,13,Executive,103316,15,87819,1141642,Corporate,FBN Holdings,Online Travel Agent,Completed,Chinese,2,Bank Transfer,Fatima Bello,December,2024,%Q,Q4
BK01499,2024-08-09,2024-09-18,2024-09-20,2,Suite,142796,10,128516,257033,Leisure,Individual Guest,Direct,Completed,German,3,POS,Amaka Osei,September,2024,%Q,Q3
BK01500,2024-05-05,2024-06-03,2024-06-07,4,Deluxe,79057,5,75104,300417,Corporate,Unilever Nigeria,Corporate Agreement,Completed,Indian,2,Corporate Account,Emeka Okonkwo,June,2024,%Q,Q2
BK01501,2024-11-14,2024-11-17,2024-11-18,1,Suite,138681,20,110945,110945,Corporate,Flour Mills Nigeria,Travel Agent,Completed,South African,1,Bank Transfer,Amaka Osei,November,2024,%Q,Q4
BK01502,2023-05-11,2023-06-30,2023-07-03,3,Standard,60894,0,60894,182682,Leisure,Individual Guest,Direct,Confirmed,Nigerian,4,Cash,Fatima Bello,June,2023,%Q,Q2
BK01503,2024-11-10,2024-11-24,2024-11-30,6,Standard,55686,20,44549,267293,Corporate,PZ Cussons,Travel Agent,Completed,Nigerian,4,Bank Transfer,Tunde Adeyemi,November,2024,%Q,Q4
BK01504,2024-03-16,2024-05-11,2024-05-12,1,Executive,104498,5,99273,0,Corporate,Oando PLC,Online Travel Agent,Cancelled,Nigerian,3,Cash,Tunde Adeyemi,May,2024,%Q,Q2
BK01505,2023-12-08,2023-12-10,2023-12-13,3,Presidential,265637,20,212510,637529,Corporate,Unilever Nigeria,Online Travel Agent,Completed,Nigerian,3,Credit Card,Chioma Eze,December,2023,%Q,Q4
BK01506,2023-04-21,2023-06-10,2023-06-23,13,Presidential,294547,10,265092,3446200,Leisure,Individual Guest,Direct,Completed,Nigerian,2,Corporate Account,Fatima Bello,June,2023,%Q,Q2
BK01507,2024-03-31,2024-04-29,2024-05-13,14,Suite,120950,10,108855,1523970,Group,Individual Guest,Direct,Completed,Nigerian,2,Credit Card,Fatima Bello,April,2024,%Q,Q2
BK01508,2023-01-04,2023-01-06,2023-01-13,7,Standard,60422,5,57401,401806,Group,Individual Guest,Online Travel Agent,Completed,Nigerian,4,Bank Transfer,Direct Booking,January,2023,%Q,Q1
BK01509,2023-07-31,2023-09-04,2023-09-06,2,Standard,58324,10,52492,104983,Government,Nestle Nigeria,Direct,Completed,German,3,Corporate Account,Amaka Osei,September,2023,%Q,Q3
BK01510,2024-10-28,2024-12-21,2024-12-29,8,Presidential,256399,0,256399,2051192,Airline Crew,Oando PLC,Travel Agent,Completed,Nigerian,1,Corporate Account,Chioma Eze,December,2024,%Q,Q4
BK01511,2024-01-09,2024-01-30,2024-02-11,12,Presidential,258575,0,258575,3102900,Corporate,FBN Holdings,Corporate Agreement,Completed,British,3,Bank Transfer,Tunde Adeyemi,January,2024,%Q,Q1
BK01512,2024-05-19,2024-06-11,2024-06-22,11,Standard,48636,10,43772,481496,Leisure,Individual Guest,Direct,Completed,Nigerian,1,POS,Direct Booking,June,2024,%Q,Q2
BK01513,2024-12-14,2024-12-27,2025-01-09,13,Deluxe,80974,10,72877,947396,Corporate,Unilever Nigeria,Corporate Agreement,Completed,South African,2,Credit Card,Direct Booking,December,2024,%Q,Q4
BK01514,2023-11-26,2023-12-28,2024-01-02,5,Executive,113162,15,96188,480938,Corporate,Nigerian Ports Authority,Online Travel Agent,Completed,Nigerian,3,Corporate Account,Amaka Osei,December,2023,%Q,Q4
BK01515,2024-08-07,2024-09-27,2024-10-03,6,Standard,51171,15,43495,260972,Government,Oando PLC,Online Travel Agent,Confirmed,Nigerian,2,Bank Transfer,Amaka Osei,September,2024,%Q,Q3
BK01516,2023-04-16,2023-04-25,2023-05-07,12,Executive,104863,15,89134,1069603,Government,Air Peace,Walk In,Completed,Nigerian,3,Corporate Account,Tunde Adeyemi,April,2023,%Q,Q2
BK01517,2024-02-18,2024-03-30,2024-04-11,12,Standard,54552,20,43642,523699,Corporate,Air Peace,Direct,Completed,Chinese,4,Cash,Direct Booking,March,2024,%Q,Q1
BK01518,2023-11-07,2023-12-18,2023-12-29,11,Suite,151860,0,151860,1670460,Leisure,Individual Guest,Travel Agent,Completed,Nigerian,2,POS,Chioma Eze,December,2023,%Q,Q4
BK01519,2023-06-09,2023-06-25,2023-07-08,13,Deluxe,85867,10,77280,1004644,Leisure,Individual Guest,Travel Agent,Completed,Nigerian,2,Corporate Account,Chioma Eze,June,2023,%Q,Q2
BK01520,2023-05-11,2023-06-14,2023-06-26,12,Suite,131945,0,131945,0,Airline Crew,Shell Nigeria,Direct,Cancelled,German,4,Credit Card,Fatima Bello,June,2023,%Q,Q2
BK01521,2024-01-01,2024-01-14,2024-01-17,3,Presidential,259093,0,259093,777279,Group,Individual Guest,Direct,Completed,Nigerian,3,POS,Tunde Adeyemi,January,2024,%Q,Q1
BK01522,2023-01-01,2023-01-26,2023-02-02,7,Executive,104527,15,88848,0,Government,Airtel Nigeria,Walk In,Cancelled,Nigerian,3,Cash,Fatima Bello,January,2023,%Q,Q1
BK01523,2023-09-18,2023-10-24,2023-11-06,13,Deluxe,88521,10,79669,1035696,Group,Individual Guest,Online Travel Agent,Completed,Nigerian,2,Bank Transfer,Emeka Okonkwo,October,2023,%Q,Q4
BK01524,2023-04-29,2023-04-30,2023-05-05,5,Executive,109441,0,109441,547205,Leisure,Individual Guest,Direct,Confirmed,British,2,POS,Fatima Bello,April,2023,%Q,Q2
BK01525,2023-07-15,2023-07-20,2023-07-21,1,Presidential,366774,0,366774,366774,Group,Individual Guest,Walk In,Completed,Nigerian,1,Cash,Emeka Okonkwo,July,2023,%Q,Q3
BK01526,2023-12-29,2024-02-12,2024-02-15,3,Executive,119224,0,119224,357672,Leisure,Individual Guest,Online Travel Agent,Confirmed,Nigerian,1,POS,Emeka Okonkwo,February,2024,%Q,Q1
BK01527,2024-03-04,2024-03-30,2024-04-11,12,Executive,113915,5,108219,1298631,Corporate,NNPC,Online Travel Agent,Completed,Ghanaian,2,Bank Transfer,Fatima Bello,March,2024,%Q,Q1
BK01528,2023-09-13,2023-11-07,2023-11-15,8,Presidential,337927,20,270342,2162733,Corporate,FAAN,Online Travel Agent,Confirmed,French,4,Credit Card,Emeka Okonkwo,November,2023,%Q,Q4
BK01529,2023-05-10,2023-05-21,2023-05-25,4,Executive,113970,0,113970,455880,Leisure,Individual Guest,Travel Agent,Confirmed,Ghanaian,4,Corporate Account,Chioma Eze,May,2023,%Q,Q2
BK01530,2023-01-28,2023-01-28,2023-02-10,13,Deluxe,78607,0,78607,1021891,Corporate,Transcorp Hotels,Corporate Agreement,Confirmed,Nigerian,2,Corporate Account,Tunde Adeyemi,January,2023,%Q,Q1
BK01531,2023-04-16,2023-05-03,2023-05-16,13,Executive,99372,0,99372,1291836,Leisure,Individual Guest,Online Travel Agent,Completed,Nigerian,1,Corporate Account,Chioma Eze,May,2023,%Q,Q2
BK01532,2024-05-03,2024-06-08,2024-06-20,12,Standard,53504,10,48154,577843,Corporate,Dangote Group,Online Travel Agent,Confirmed,American,1,Credit Card,Chioma Eze,June,2024,%Q,Q2
BK01533,2023-11-26,2024-01-05,2024-01-12,7,Suite,123192,20,98554,689875,Corporate,Zenith Bank,Travel Agent,Completed,Nigerian,2,POS,Amaka Osei,January,2024,%Q,Q1
BK01534,2023-11-07,2023-11-27,2023-12-11,14,Suite,137790,10,124011,1736154,Group,Individual Guest,Direct,Completed,British,2,Bank Transfer,Tunde Adeyemi,November,2023,%Q,Q4
BK01535,2023-08-28,2023-10-16,2023-10-22,6,Executive,122000,15,103700,622200,Corporate,Chevron Nigeria,Direct,Confirmed,Nigerian,1,POS,Tunde Adeyemi,October,2023,%Q,Q4
BK01536,2024-04-09,2024-04-16,2024-04-18,2,Deluxe,70569,0,70569,141138,Leisure,Individual Guest,Online Travel Agent,Completed,Ghanaian,3,POS,Fatima Bello,April,2024,%Q,Q2
BK01537,2024-12-26,2024-12-27,2025-01-01,5,Standard,52286,0,52286,261430,Corporate,Shell Nigeria,Online Travel Agent,Completed,Nigerian,1,Corporate Account,Amaka Osei,December,2024,%Q,Q4
BK01538,2023-01-01,2023-01-20,2023-02-02,13,Executive,97786,0,97786,1271218,Corporate,Conoil,Online Travel Agent,Completed,Nigerian,1,Cash,Amaka Osei,January,2023,%Q,Q1
BK01539,2023-11-05,2023-11-05,2023-11-16,11,Standard,49056,20,39245,431693,Government,Lafarge Africa,Direct,Completed,American,2,Bank Transfer,Amaka Osei,November,2023,%Q,Q4
BK01540,2023-09-20,2023-10-12,2023-10-22,10,Suite,130522,0,130522,1305220,MICE,PZ Cussons,Direct,Completed,Ghanaian,2,POS,Amaka Osei,October,2023,%Q,Q4
BK01541,2023-08-20,2023-10-16,2023-10-19,3,Presidential,251134,5,238577,715732,Airline Crew,Nigerian Breweries,Walk In,Completed,Kenyan,2,Cash,Emeka Okonkwo,October,2023,%Q,Q4
BK01542,2024-11-09,2024-11-20,2024-11-22,2,Suite,144878,0,144878,289756,Leisure,Individual Guest,Online Travel Agent,Completed,South African,4,Bank Transfer,Chioma Eze,November,2024,%Q,Q4
BK01543,2024-05-16,2024-06-16,2024-06-19,3,Suite,166185,15,141257,423772,Corporate,Conoil,Online Travel Agent,Confirmed,Nigerian,3,POS,Emeka Okonkwo,June,2024,%Q,Q2
BK01544,2023-07-25,2023-08-20,2023-08-29,9,Suite,176057,0,176057,1584513,Leisure,Individual Guest,Travel Agent,Completed,Ghanaian,2,Cash,Direct Booking,August,2023,%Q,Q3
BK01545,2024-10-09,2024-11-21,2024-11-29,8,Standard,57988,0,57988,463904,Leisure,Individual Guest,Direct,Completed,Nigerian,1,POS,Emeka Okonkwo,November,2024,%Q,Q4
BK01546,2023-02-24,2023-03-08,2023-03-14,6,Suite,133124,10,119812,718870,Leisure,Individual Guest,Direct,Completed,Ghanaian,3,Corporate Account,Direct Booking,March,2023,%Q,Q1
BK01547,2024-07-13,2024-08-30,2024-09-04,5,Executive,118337,0,118337,591685,Leisure,Individual Guest,Online Travel Agent,Completed,Nigerian,4,Credit Card,Chioma Eze,August,2024,%Q,Q3
BK01548,2023-04-05,2023-05-06,2023-05-11,5,Executive,110127,0,110127,550635,Group,Individual Guest,Direct,Confirmed,Nigerian,1,Corporate Account,Amaka Osei,May,2023,%Q,Q2
BK01549,2023-12-15,2024-01-27,2024-02-06,10,Suite,130009,10,117008,1170081,Corporate,Nigerian Breweries,Corporate Agreement,Completed,Nigerian,2,Corporate Account,Emeka Okonkwo,January,2024,%Q,Q1
BK01550,2024-10-08,2024-11-08,2024-11-16,8,Presidential,318593,5,302663,2421307,Leisure,Individual Guest,Online Travel Agent,Completed,Nigerian,1,Corporate Account,Amaka Osei,November,2024,%Q,Q4
BK01551,2024-02-11,2024-04-05,2024-04-11,6,Executive,124003,5,117803,706817,Leisure,Individual Guest,Corporate Agreement,Confirmed,Kenyan,4,Credit Card,Chioma Eze,April,2024,%Q,Q2
